FREQ       | RATIO      | MAX_S      | RESULT
129.4015   | 0.94429    | 0.99940    | ALIVE !!!
129.4115   | 0.94436    | 0.99997    | ALIVE !!!
129.4215   | 0.94443    | 0.99988    | ALIVE !!!
129.4315   | 0.94451    | 0.99974    | ALIVE !!!
129.4415   | 0.94458    | 0.99990    | ALIVE !!!
129.4515   | 0.94465    | 0.99996    | ALIVE !!!
129.4615   | 0.94473    | 0.99994    | ALIVE !!!
129.4715   | 0.94480    | 0.99966    | ALIVE !!!
129.4815   | 0.94487    | 0.99982    | ALIVE !!!
129.4915   | 0.94494    | 0.99973    | ALIVE !!!
129.5015   | 0.94502    | 0.99750    | ALIVE !!!
129.5115   | 0.94509    | 0.99999    | ALIVE !!!
129.5215   | 0.94516    | 0.99969    | ALIVE !!!
129.5315   | 0.94524    | 0.99994    | ALIVE !!!
129.5415   | 0.94531    | 0.99997    | ALIVE !!!
129.5515   | 0.94538    | 0.99975    | ALIVE !!!
129.5615   | 0.94546    | 0.99991    | ALIVE !!!
129.5715   | 0.94553    | 0.99999    | ALIVE !!!
129.5815   | 0.94560    | 0.99844    | ALIVE !!!
129.5915   | 0.94567    | 0.99988    | ALIVE !!!
129.6015   | 0.94575    | 0.99979    | ALIVE !!!
129.6115   | 0.94582    | 0.99996    | ALIVE !!!
129.6215   | 0.94589    | 0.99977    | ALIVE !!!
129.6315   | 0.94597    | 0.99990    | ALIVE !!!
129.6415   | 0.94604    | 0.99988    | ALIVE !!!
129.6515   | 0.94611    | 0.99985    | ALIVE !!!
129.6615   | 0.94619    | 0.99977    | ALIVE !!!
129.6715   | 0.94626    | 0.99992    | ALIVE !!!
129.6815   | 0.94633    | 0.99992    | ALIVE !!!
129.6915   | 0.94640    | 0.99994    | ALIVE !!!
129.7015   | 0.94648    | 1.00000    | ALIVE !!!
129.7115   | 0.94655    | 0.99980    | ALIVE !!!
129.7215   | 0.94662    | 0.99990    | ALIVE !!!
129.7315   | 0.94670    | 0.99993    | ALIVE !!!
129.7415   | 0.94677    | 0.99957    | ALIVE !!!
129.7515   | 0.94684    | 0.99991    | ALIVE !!!
129.7615   | 0.94692    | 1.00000    | ALIVE !!!
129.7715   | 0.94699    | 0.99997    | ALIVE !!!
129.7815   | 0.94706    | 0.99993    | ALIVE !!!
129.7915   | 0.94713    | 0.99997    | ALIVE !!!
129.8015   | 0.94721    | 0.99910    | ALIVE !!!
129.8115   | 0.94728    | 0.99987    | ALIVE !!!
129.8215   | 0.94735    | 0.99985    | ALIVE !!!
129.8315   | 0.94743    | 0.99994    | ALIVE !!!
129.8415   | 0.94750    | 0.99989    | ALIVE !!!
129.8515   | 0.94757    | 0.99991    | ALIVE !!!
129.8615   | 0.94765    | 0.99992    | ALIVE !!!
129.8715   | 0.94772    | 0.99997    | ALIVE !!!
129.8815   | 0.94779    | 0.99997    | ALIVE !!!
129.8915   | 0.94786    | 0.99982    | ALIVE !!!
129.9015   | 0.94794    | 0.99989    | ALIVE !!!
129.9115   | 0.94801    | 0.99988    | ALIVE !!!
129.9215   | 0.94808    | 0.99997    | ALIVE !!!
129.9315   | 0.94816    | 0.99939    | ALIVE !!!
129.9415   | 0.94823    | 0.99977    | ALIVE !!!
129.9515   | 0.94830    | 0.99996    | ALIVE !!!
129.9615   | 0.94837    | 0.99992    | ALIVE !!!
129.9715   | 0.94845    | 0.99955    | ALIVE !!!
129.9815   | 0.94852    | 0.99992    | ALIVE !!!
129.9915   | 0.94859    | 1.00000    | ALIVE !!!
130.0015   | 0.94867    | 0.99994    | ALIVE !!!
130.0115   | 0.94874    | 0.99997    | ALIVE !!!
130.0215   | 0.94881    | 0.99990    | ALIVE !!!
130.0315   | 0.94889    | 0.99977    | ALIVE !!!
130.0415   | 0.94896    | 0.99955    | ALIVE !!!
130.0515   | 0.94903    | 0.99980    | ALIVE !!!
130.0615   | 0.94910    | 0.99954    | ALIVE !!!
130.0715   | 0.94918    | 0.99999    | ALIVE !!!
130.0815   | 0.94925    | 1.00000    | ALIVE !!!
130.0915   | 0.94932    | 0.99997    | ALIVE !!!
130.1015   | 0.94940    | 0.99999    | ALIVE !!!
130.1115   | 0.94947    | 0.99994    | ALIVE !!!
130.1215   | 0.94954    | 0.99974    | ALIVE !!!
130.1315   | 0.94962    | 0.99996    | ALIVE !!!
130.1415   | 0.94969    | 0.99982    | ALIVE !!!
130.1515   | 0.94976    | 0.99997    | ALIVE !!!
130.1615   | 0.94983    | 0.99985    | ALIVE !!!
130.1715   | 0.94991    | 0.99989    | ALIVE !!!
130.1815   | 0.94998    | 0.99994    | ALIVE !!!
130.1915   | 0.95005    | 0.99993    | ALIVE !!!
130.2015   | 0.95013    | 0.99988    | ALIVE !!!
130.2115   | 0.95020    | 0.99968    | ALIVE !!!
130.2215   | 0.95027    | 0.99944    | ALIVE !!!
130.2315   | 0.95035    | 0.99897    | ALIVE !!!
130.2415   | 0.95042    | 0.99994    | ALIVE !!!
130.2515   | 0.95049    | 0.99986    | ALIVE !!!
130.2615   | 0.95056    | 0.99996    | ALIVE !!!
130.2715   | 0.95064    | 0.99987    | ALIVE !!!
130.2815   | 0.95071    | 0.99990    | ALIVE !!!
130.2915   | 0.95078    | 0.99985    | ALIVE !!!
130.3015   | 0.95086    | 0.99989    | ALIVE !!!
130.3115   | 0.95093    | 0.99988    | ALIVE !!!
130.3215   | 0.95100    | 0.99915    | ALIVE !!!
130.3315   | 0.95108    | 0.99957    | ALIVE !!!
130.3415   | 0.95115    | 0.99761    | ALIVE !!!
130.3515   | 0.95122    | 0.99983    | ALIVE !!!
130.3615   | 0.95129    | 0.99974    | ALIVE !!!
130.3715   | 0.95137    | 0.99995    | ALIVE !!!
130.3815   | 0.95144    | 0.99886    | ALIVE !!!
130.3915   | 0.95151    | 0.99990    | ALIVE !!!
130.4015   | 0.95159    | 0.99986    | ALIVE !!!
130.4115   | 0.95166    | 0.99996    | ALIVE !!!
130.4215   | 0.95173    | 0.99980    | ALIVE !!!
130.4315   | 0.95180    | 0.99989    | ALIVE !!!
130.4415   | 0.95188    | 0.99974    | ALIVE !!!
130.4515   | 0.95195    | 0.99994    | ALIVE !!!
130.4615   | 0.95202    | 0.99997    | ALIVE !!!
130.4715   | 0.95210    | 0.99983    | ALIVE !!!
130.4815   | 0.95217    | 0.99990    | ALIVE !!!
130.4915   | 0.95224    | 0.99959    | ALIVE !!!
130.5015   | 0.95232    | 0.99996    | ALIVE !!!
130.5115   | 0.95239    | 1.00000    | ALIVE !!!
130.5215   | 0.95246    | 0.99974    | ALIVE !!!
130.5315   | 0.95253    | 0.99963    | ALIVE !!!
130.5415   | 0.95261    | 0.99975    | ALIVE !!!
130.5515   | 0.95268    | 0.99999    | ALIVE !!!
130.5615   | 0.95275    | 0.99998    | ALIVE !!!
130.5715   | 0.95283    | 0.99991    | ALIVE !!!
130.5815   | 0.95290    | 0.99991    | ALIVE !!!
130.5915   | 0.95297    | 0.99965    | ALIVE !!!
130.6015   | 0.95305    | 0.99997    | ALIVE !!!
130.6115   | 0.95312    | 0.99989    | ALIVE !!!
130.6215   | 0.95319    | 0.99979    | ALIVE !!!
130.6315   | 0.95326    | 0.99996    | ALIVE !!!
130.6415   | 0.95334    | 0.99996    | ALIVE !!!
130.6515   | 0.95341    | 0.99985    | ALIVE !!!
130.6615   | 0.95348    | 0.99988    | ALIVE !!!
130.6715   | 0.95356    | 0.99991    | ALIVE !!!
130.6815   | 0.95363    | 0.99972    | ALIVE !!!
130.6915   | 0.95370    | 0.99976    | ALIVE !!!
130.7015   | 0.95378    | 0.99982    | ALIVE !!!
130.7115   | 0.95385    | 0.99965    | ALIVE !!!
130.7215   | 0.95392    | 0.99985    | ALIVE !!!
130.7315   | 0.95399    | 0.99994    | ALIVE !!!
130.7415   | 0.95407    | 0.99974    | ALIVE !!!
130.7515   | 0.95414    | 0.99978    | ALIVE !!!
130.7615   | 0.95421    | 0.99996    | ALIVE !!!
130.7715   | 0.95429    | 0.99989    | ALIVE !!!
130.7815   | 0.95436    | 0.99976    | ALIVE !!!
130.7915   | 0.95443    | 0.99993    | ALIVE !!!
130.8015   | 0.95450    | 0.99986    | ALIVE !!!
130.8115   | 0.95458    | 0.99997    | ALIVE !!!
130.8215   | 0.95465    | 0.99997    | ALIVE !!!
130.8315   | 0.95472    | 0.99993    | ALIVE !!!
130.8415   | 0.95480    | 0.99999    | ALIVE !!!
130.8515   | 0.95487    | 0.99991    | ALIVE !!!
130.8615   | 0.95494    | 0.99979    | ALIVE !!!
130.8715   | 0.95502    | 0.99975    | ALIVE !!!
130.8815   | 0.95509    | 0.99987    | ALIVE !!!
130.8915   | 0.95516    | 0.99996    | ALIVE !!!
130.9015   | 0.95523    | 0.99988    | ALIVE !!!
130.9115   | 0.95531    | 0.99970    | ALIVE !!!
130.9215   | 0.95538    | 0.99986    | ALIVE !!!
130.9315   | 0.95545    | 0.99797    | ALIVE !!!
130.9415   | 0.95553    | 0.99999    | ALIVE !!!
130.9515   | 0.95560    | 0.99993    | ALIVE !!!
130.9615   | 0.95567    | 0.99987    | ALIVE !!!
130.9715   | 0.95575    | 0.99973    | ALIVE !!!
130.9815   | 0.95582    | 0.99993    | ALIVE !!!
130.9915   | 0.95589    | 0.99998    | ALIVE !!!
131.0016   | 0.95596    | 0.99995    | ALIVE !!!
131.0116   | 0.95604    | 0.99989    | ALIVE !!!
131.0216   | 0.95611    | 0.99996    | ALIVE !!!
131.0316   | 0.95618    | 0.99979    | ALIVE !!!
131.0416   | 0.95626    | 0.99982    | ALIVE !!!
131.0516   | 0.95633    | 0.99855    | ALIVE !!!
131.0616   | 0.95640    | 0.99970    | ALIVE !!!
131.0716   | 0.95648    | 0.99996    | ALIVE !!!
131.0816   | 0.95655    | 0.99998    | ALIVE !!!
131.0916   | 0.95662    | 0.99955    | ALIVE !!!
131.1016   | 0.95669    | 0.99989    | ALIVE !!!
131.1116   | 0.95677    | 0.99999    | ALIVE !!!
131.1216   | 0.95684    | 0.99993    | ALIVE !!!
131.1316   | 0.95691    | 0.99988    | ALIVE !!!
131.1416   | 0.95699    | 0.99998    | ALIVE !!!
131.1516   | 0.95706    | 0.99996    | ALIVE !!!
131.1616   | 0.95713    | 0.99995    | ALIVE !!!
131.1716   | 0.95721    | 0.99974    | ALIVE !!!
131.1816   | 0.95728    | 0.99986    | ALIVE !!!
131.1916   | 0.95735    | 0.99996    | ALIVE !!!
131.2016   | 0.95742    | 0.99965    | ALIVE !!!
131.2116   | 0.95750    | 0.99883    | ALIVE !!!
131.2216   | 0.95757    | 0.99997    | ALIVE !!!
131.2316   | 0.95764    | 0.99987    | ALIVE !!!
131.2416   | 0.95772    | 0.99989    | ALIVE !!!
131.2516   | 0.95779    | 0.99976    | ALIVE !!!
131.2616   | 0.95786    | 0.99996    | ALIVE !!!
131.2716   | 0.95793    | 0.99965    | ALIVE !!!
131.2816   | 0.95801    | 0.99995    | ALIVE !!!
131.2916   | 0.95808    | 0.99983    | ALIVE !!!
131.3016   | 0.95815    | 0.99993    | ALIVE !!!
131.3116   | 0.95823    | 0.99974    | ALIVE !!!
131.3216   | 0.95830    | 0.99990    | ALIVE !!!
131.3316   | 0.95837    | 0.99994    | ALIVE !!!
131.3416   | 0.95845    | 0.99994    | ALIVE !!!
131.3516   | 0.95852    | 0.99865    | ALIVE !!!
131.3616   | 0.95859    | 0.99995    | ALIVE !!!
131.3716   | 0.95866    | 0.99998    | ALIVE !!!
131.3816   | 0.95874    | 0.99998    | ALIVE !!!
131.3916   | 0.95881    | 0.99997    | ALIVE !!!
131.4016   | 0.95888    | 0.99891    | ALIVE !!!
131.4116   | 0.95896    | 0.99994    | ALIVE !!!
131.4216   | 0.95903    | 0.99994    | ALIVE !!!
131.4316   | 0.95910    | 0.99989    | ALIVE !!!
131.4416   | 0.95918    | 0.99985    | ALIVE !!!
131.4516   | 0.95925    | 0.99995    | ALIVE !!!
131.4616   | 0.95932    | 0.99995    | ALIVE !!!
131.4716   | 0.95939    | 0.99996    | ALIVE !!!
131.4816   | 0.95947    | 0.99990    | ALIVE !!!
131.4916   | 0.95954    | 0.99981    | ALIVE !!!
131.5016   | 0.95961    | 0.99998    | ALIVE !!!
131.5116   | 0.95969    | 0.99970    | ALIVE !!!
131.5216   | 0.95976    | 0.99980    | ALIVE !!!
131.5316   | 0.95983    | 0.99998    | ALIVE !!!
131.5416   | 0.95991    | 0.99993    | ALIVE !!!
131.5516   | 0.95998    | 0.99964    | ALIVE !!!
131.5616   | 0.96005    | 0.99972    | ALIVE !!!
131.5716   | 0.96012    | 0.99995    | ALIVE !!!
131.5816   | 0.96020    | 0.99923    | ALIVE !!!
131.5916   | 0.96027    | 0.99995    | ALIVE !!!
131.6016   | 0.96034    | 0.99990    | ALIVE !!!
131.6116   | 0.96042    | 0.99981    | ALIVE !!!
131.6216   | 0.96049    | 0.99979    | ALIVE !!!
131.6316   | 0.96056    | 0.99994    | ALIVE !!!
131.6416   | 0.96064    | 0.99992    | ALIVE !!!
131.6516   | 0.96071    | 0.99996    | ALIVE !!!
131.6616   | 0.96078    | 0.99998    | ALIVE !!!
131.6716   | 0.96085    | 0.99992    | ALIVE !!!
131.6816   | 0.96093    | 0.99989    | ALIVE !!!
131.6916   | 0.96100    | 0.99925    | ALIVE !!!
131.7016   | 0.96107    | 0.99984    | ALIVE !!!
131.7116   | 0.96115    | 0.99986    | ALIVE !!!
131.7216   | 0.96122    | 0.99995    | ALIVE !!!
131.7316   | 0.96129    | 0.99983    | ALIVE !!!
131.7416   | 0.96136    | 0.99996    | ALIVE !!!
131.7516   | 0.96144    | 0.99995    | ALIVE !!!
131.7616   | 0.96151    | 0.99966    | ALIVE !!!
131.7716   | 0.96158    | 1.00000    | ALIVE !!!
131.7816   | 0.96166    | 0.99988    | ALIVE !!!
131.7916   | 0.96173    | 0.99994    | ALIVE !!!
131.8016   | 0.96180    | 0.99991    | ALIVE !!!
131.8116   | 0.96188    | 0.99980    | ALIVE !!!
131.8216   | 0.96195    | 0.99968    | ALIVE !!!
131.8316   | 0.96202    | 0.99987    | ALIVE !!!
131.8416   | 0.96209    | 0.99985    | ALIVE !!!
131.8516   | 0.96217    | 0.99913    | ALIVE !!!
131.8616   | 0.96224    | 0.99960    | ALIVE !!!
131.8716   | 0.96231    | 0.99949    | ALIVE !!!
131.8816   | 0.96239    | 0.99896    | ALIVE !!!
131.8916   | 0.96246    | 0.99990    | ALIVE !!!
131.9016   | 0.96253    | 1.00000    | ALIVE !!!
131.9116   | 0.96261    | 0.99922    | ALIVE !!!
131.9216   | 0.96268    | 0.99900    | ALIVE !!!
131.9316   | 0.96275    | 0.99990    | ALIVE !!!
131.9416   | 0.96282    | 0.99974    | ALIVE !!!
131.9516   | 0.96290    | 0.99992    | ALIVE !!!
131.9616   | 0.96297    | 0.99996    | ALIVE !!!
131.9716   | 0.96304    | 0.99996    | ALIVE !!!
131.9816   | 0.96312    | 0.99979    | ALIVE !!!
131.9916   | 0.96319    | 0.99996    | ALIVE !!!
132.0016   | 0.96326    | 0.99982    | ALIVE !!!
132.0116   | 0.96334    | 0.99989    | ALIVE !!!
132.0216   | 0.96341    | 0.99990    | ALIVE !!!
132.0316   | 0.96348    | 0.99991    | ALIVE !!!
132.0416   | 0.96355    | 0.99989    | ALIVE !!!
132.0516   | 0.96363    | 0.99998    | ALIVE !!!
132.0616   | 0.96370    | 0.99993    | ALIVE !!!
132.0716   | 0.96377    | 0.99985    | ALIVE !!!
132.0816   | 0.96385    | 0.99995    | ALIVE !!!
132.0916   | 0.96392    | 0.99902    | ALIVE !!!
132.1016   | 0.96399    | 0.99996    | ALIVE !!!
132.1116   | 0.96406    | 0.99980    | ALIVE !!!
132.1216   | 0.96414    | 0.99992    | ALIVE !!!
132.1316   | 0.96421    | 0.99993    | ALIVE !!!
132.1416   | 0.96428    | 0.99971    | ALIVE !!!
132.1516   | 0.96436    | 0.99999    | ALIVE !!!
132.1616   | 0.96443    | 0.99998    | ALIVE !!!
132.1716   | 0.96450    | 1.00000    | ALIVE !!!
132.1816   | 0.96458    | 0.99999    | ALIVE !!!
132.1916   | 0.96465    | 0.99986    | ALIVE !!!
132.2016   | 0.96472    | 0.99982    | ALIVE !!!
132.2116   | 0.96479    | 0.99974    | ALIVE !!!
132.2216   | 0.96487    | 0.99984    | ALIVE !!!
132.2316   | 0.96494    | 0.99974    | ALIVE !!!
132.2416   | 0.96501    | 0.99758    | ALIVE !!!
132.2516   | 0.96509    | 0.99988    | ALIVE !!!
132.2616   | 0.96516    | 0.99990    | ALIVE !!!
132.2716   | 0.96523    | 0.99982    | ALIVE !!!
132.2816   | 0.96531    | 0.99999    | ALIVE !!!
132.2916   | 0.96538    | 0.99995    | ALIVE !!!
132.3016   | 0.96545    | 0.99997    | ALIVE !!!
132.3116   | 0.96552    | 0.99996    | ALIVE !!!
132.3216   | 0.96560    | 0.99984    | ALIVE !!!
132.3316   | 0.96567    | 0.99979    | ALIVE !!!
132.3416   | 0.96574    | 0.99994    | ALIVE !!!
132.3516   | 0.96582    | 0.99993    | ALIVE !!!
132.3616   | 0.96589    | 0.99986    | ALIVE !!!
132.3716   | 0.96596    | 0.99999    | ALIVE !!!
132.3816   | 0.96604    | 0.99997    | ALIVE !!!
132.3916   | 0.96611    | 0.99982    | ALIVE !!!
132.4016   | 0.96618    | 0.99973    | ALIVE !!!
132.4116   | 0.96625    | 0.99996    | ALIVE !!!
132.4216   | 0.96633    | 0.99983    | ALIVE !!!
132.4316   | 0.96640    | 0.99992    | ALIVE !!!
132.4416   | 0.96647    | 0.99996    | ALIVE !!!
132.4516   | 0.96655    | 0.99982    | ALIVE !!!
132.4616   | 0.96662    | 1.00000    | ALIVE !!!
132.4716   | 0.96669    | 0.99998    | ALIVE !!!
132.4816   | 0.96677    | 1.00000    | ALIVE !!!
132.4916   | 0.96684    | 0.99985    | ALIVE !!!
132.5016   | 0.96691    | 0.99998    | ALIVE !!!
132.5116   | 0.96698    | 0.99998    | ALIVE !!!
132.5216   | 0.96706    | 0.99997    | ALIVE !!!
132.5316   | 0.96713    | 0.99993    | ALIVE !!!
132.5416   | 0.96720    | 0.99987    | ALIVE !!!
132.5516   | 0.96728    | 0.99997    | ALIVE !!!
132.5616   | 0.96735    | 0.99841    | ALIVE !!!
132.5716   | 0.96742    | 0.99982    | ALIVE !!!
132.5816   | 0.96749    | 0.99999    | ALIVE !!!
132.5916   | 0.96757    | 0.99990    | ALIVE !!!
132.6016   | 0.96764    | 0.99990    | ALIVE !!!
132.6116   | 0.96771    | 0.99978    | ALIVE !!!
132.6216   | 0.96779    | 0.99996    | ALIVE !!!
132.6316   | 0.96786    | 0.99995    | ALIVE !!!
132.6416   | 0.96793    | 0.99997    | ALIVE !!!
132.6516   | 0.96801    | 0.99996    | ALIVE !!!
132.6616   | 0.96808    | 0.99995    | ALIVE !!!
132.6716   | 0.96815    | 0.99973    | ALIVE !!!
132.6816   | 0.96822    | 0.99976    | ALIVE !!!
132.6916   | 0.96830    | 0.99991    | ALIVE !!!
132.7016   | 0.96837    | 0.99990    | ALIVE !!!
132.7116   | 0.96844    | 0.99995    | ALIVE !!!
132.7216   | 0.96852    | 0.99997    | ALIVE !!!
132.7316   | 0.96859    | 0.99998    | ALIVE !!!
132.7416   | 0.96866    | 0.99990    | ALIVE !!!
132.7516   | 0.96874    | 0.99962    | ALIVE !!!
132.7616   | 0.96881    | 0.99999    | ALIVE !!!
132.7716   | 0.96888    | 0.99961    | ALIVE !!!
132.7816   | 0.96895    | 0.99989    | ALIVE !!!
132.7916   | 0.96903    | 0.99981    | ALIVE !!!
132.8016   | 0.96910    | 0.99934    | ALIVE !!!
132.8116   | 0.96917    | 0.99986    | ALIVE !!!
132.8216   | 0.96925    | 0.99995    | ALIVE !!!
132.8316   | 0.96932    | 0.99920    | ALIVE !!!
132.8416   | 0.96939    | 0.99998    | ALIVE !!!
132.8516   | 0.96947    | 0.99984    | ALIVE !!!
132.8616   | 0.96954    | 0.99983    | ALIVE !!!
132.8716   | 0.96961    | 0.99989    | ALIVE !!!
132.8816   | 0.96968    | 0.99986    | ALIVE !!!
132.8916   | 0.96976    | 0.99987    | ALIVE !!!
132.9016   | 0.96983    | 0.99994    | ALIVE !!!
132.9116   | 0.96990    | 0.99997    | ALIVE !!!
132.9216   | 0.96998    | 0.99999    | ALIVE !!!
132.9316   | 0.97005    | 0.99927    | ALIVE !!!
132.9416   | 0.97012    | 0.99963    | ALIVE !!!
132.9516   | 0.97020    | 0.99994    | ALIVE !!!
132.9616   | 0.97027    | 0.99986    | ALIVE !!!
132.9716   | 0.97034    | 0.99971    | ALIVE !!!
132.9816   | 0.97041    | 0.99982    | ALIVE !!!
132.9916   | 0.97049    | 0.99991    | ALIVE !!!
133.0017   | 0.97056    | 0.99987    | ALIVE !!!
133.0117   | 0.97063    | 0.99998    | ALIVE !!!
133.0217   | 0.97071    | 0.99981    | ALIVE !!!
133.0317   | 0.97078    | 0.99991    | ALIVE !!!
133.0417   | 0.97085    | 0.99992    | ALIVE !!!
133.0517   | 0.97092    | 0.99988    | ALIVE !!!
133.0617   | 0.97100    | 0.99988    | ALIVE !!!
133.0717   | 0.97107    | 0.99984    | ALIVE !!!
133.0817   | 0.97114    | 0.99999    | ALIVE !!!
133.0917   | 0.97122    | 0.99804    | ALIVE !!!
133.1017   | 0.97129    | 0.99968    | ALIVE !!!
133.1117   | 0.97136    | 0.99978    | ALIVE !!!
133.1217   | 0.97144    | 0.99999    | ALIVE !!!
133.1317   | 0.97151    | 0.99995    | ALIVE !!!
133.1417   | 0.97158    | 0.99996    | ALIVE !!!
133.1517   | 0.97165    | 0.99841    | ALIVE !!!
133.1617   | 0.97173    | 0.99972    | ALIVE !!!
133.1717   | 0.97180    | 0.99985    | ALIVE !!!
133.1817   | 0.97187    | 0.99995    | ALIVE !!!
133.1917   | 0.97195    | 0.99998    | ALIVE !!!
133.2017   | 0.97202    | 0.99961    | ALIVE !!!
133.2117   | 0.97209    | 0.99983    | ALIVE !!!
133.2217   | 0.97217    | 0.99980    | ALIVE !!!
133.2317   | 0.97224    | 0.99968    | ALIVE !!!
133.2417   | 0.97231    | 0.99962    | ALIVE !!!
133.2517   | 0.97238    | 0.99997    | ALIVE !!!
133.2617   | 0.97246    | 0.99974    | ALIVE !!!
133.2717   | 0.97253    | 1.00000    | ALIVE !!!
133.2817   | 0.97260    | 0.99995    | ALIVE !!!
133.2917   | 0.97268    | 0.99975    | ALIVE !!!
133.3017   | 0.97275    | 0.99992    | ALIVE !!!
133.3117   | 0.97282    | 0.99970    | ALIVE !!!
133.3217   | 0.97290    | 0.99994    | ALIVE !!!
133.3317   | 0.97297    | 0.99999    | ALIVE !!!
133.3417   | 0.97304    | 0.99997    | ALIVE !!!
133.3517   | 0.97311    | 0.99998    | ALIVE !!!
133.3617   | 0.97319    | 0.99979    | ALIVE !!!
133.3717   | 0.97326    | 0.99992    | ALIVE !!!
133.3817   | 0.97333    | 0.99995    | ALIVE !!!
133.3917   | 0.97341    | 1.00000    | ALIVE !!!
133.4017   | 0.97348    | 0.99999    | ALIVE !!!
133.4117   | 0.97355    | 0.99995    | ALIVE !!!
133.4217   | 0.97362    | 0.99983    | ALIVE !!!
133.4317   | 0.97370    | 0.99995    | ALIVE !!!
133.4417   | 0.97377    | 0.99999    | ALIVE !!!
133.4517   | 0.97384    | 0.99991    | ALIVE !!!
133.4617   | 0.97392    | 0.99990    | ALIVE !!!
133.4717   | 0.97399    | 0.99997    | ALIVE !!!
133.4817   | 0.97406    | 0.99887    | ALIVE !!!
133.4917   | 0.97414    | 0.99961    | ALIVE !!!
133.5017   | 0.97421    | 0.99837    | ALIVE !!!
133.5117   | 0.97428    | 0.99993    | ALIVE !!!
133.5217   | 0.97435    | 0.99976    | ALIVE !!!
133.5317   | 0.97443    | 0.99976    | ALIVE !!!
133.5417   | 0.97450    | 0.99995    | ALIVE !!!
133.5517   | 0.97457    | 0.99999    | ALIVE !!!
133.5617   | 0.97465    | 0.99992    | ALIVE !!!
133.5717   | 0.97472    | 0.99990    | ALIVE !!!
133.5817   | 0.97479    | 0.99974    | ALIVE !!!
133.5917   | 0.97487    | 0.99997    | ALIVE !!!
133.6017   | 0.97494    | 0.99994    | ALIVE !!!
133.6117   | 0.97501    | 0.99970    | ALIVE !!!
133.6217   | 0.97508    | 0.99996    | ALIVE !!!
133.6317   | 0.97516    | 0.99993    | ALIVE !!!
133.6417   | 0.97523    | 0.99989    | ALIVE !!!
133.6517   | 0.97530    | 0.99993    | ALIVE !!!
133.6617   | 0.97538    | 0.99997    | ALIVE !!!
133.6717   | 0.97545    | 0.99999    | ALIVE !!!
133.6817   | 0.97552    | 0.99999    | ALIVE !!!
133.6917   | 0.97560    | 0.99999    | ALIVE !!!
133.7017   | 0.97567    | 0.99998    | ALIVE !!!
133.7117   | 0.97574    | 0.99996    | ALIVE !!!
133.7217   | 0.97581    | 0.99992    | ALIVE !!!
133.7317   | 0.97589    | 0.99991    | ALIVE !!!
133.7417   | 0.97596    | 0.99987    | ALIVE !!!
133.7517   | 0.97603    | 0.99975    | ALIVE !!!
133.7617   | 0.97611    | 0.99995    | ALIVE !!!
133.7717   | 0.97618    | 0.99997    | ALIVE !!!
133.7817   | 0.97625    | 0.99997    | ALIVE !!!
133.7917   | 0.97633    | 0.99993    | ALIVE !!!
133.8017   | 0.97640    | 0.99984    | ALIVE !!!
133.8117   | 0.97647    | 0.99996    | ALIVE !!!
133.8217   | 0.97654    | 0.99982    | ALIVE !!!
133.8317   | 0.97662    | 0.99984    | ALIVE !!!
133.8417   | 0.97669    | 0.99864    | ALIVE !!!
133.8517   | 0.97676    | 0.99981    | ALIVE !!!
133.8617   | 0.97684    | 0.99995    | ALIVE !!!
133.8717   | 0.97691    | 0.99994    | ALIVE !!!
133.8817   | 0.97698    | 0.99998    | ALIVE !!!
133.8917   | 0.97705    | 0.99985    | ALIVE !!!
133.9017   | 0.97713    | 0.99992    | ALIVE !!!
133.9117   | 0.97720    | 0.99999    | ALIVE !!!
133.9217   | 0.97727    | 0.99983    | ALIVE !!!
133.9317   | 0.97735    | 0.99943    | ALIVE !!!
133.9417   | 0.97742    | 0.99993    | ALIVE !!!
133.9517   | 0.97749    | 0.99997    | ALIVE !!!
133.9617   | 0.97757    | 0.99963    | ALIVE !!!
133.9717   | 0.97764    | 0.99976    | ALIVE !!!
133.9817   | 0.97771    | 0.99996    | ALIVE !!!
133.9917   | 0.97778    | 0.99989    | ALIVE !!!
134.0017   | 0.97786    | 0.99991    | ALIVE !!!
134.0117   | 0.97793    | 0.99970    | ALIVE !!!
134.0217   | 0.97800    | 0.99970    | ALIVE !!!
134.0317   | 0.97808    | 0.99986    | ALIVE !!!
134.0417   | 0.97815    | 0.99999    | ALIVE !!!
134.0517   | 0.97822    | 0.99998    | ALIVE !!!
134.0617   | 0.97830    | 0.99952    | ALIVE !!!
134.0717   | 0.97837    | 0.99985    | ALIVE !!!
134.0817   | 0.97844    | 0.99990    | ALIVE !!!
134.0917   | 0.97851    | 0.99991    | ALIVE !!!
134.1017   | 0.97859    | 0.99997    | ALIVE !!!
134.1117   | 0.97866    | 0.99960    | ALIVE !!!
134.1217   | 0.97873    | 0.99834    | ALIVE !!!
134.1317   | 0.97881    | 0.99981    | ALIVE !!!
134.1417   | 0.97888    | 0.99983    | ALIVE !!!
134.1517   | 0.97895    | 0.99981    | ALIVE !!!
134.1617   | 0.97903    | 0.99990    | ALIVE !!!
134.1717   | 0.97910    | 0.99999    | ALIVE !!!
134.1817   | 0.97917    | 0.99998    | ALIVE !!!
134.1917   | 0.97924    | 0.99980    | ALIVE !!!
134.2017   | 0.97932    | 1.00000    | ALIVE !!!
